99.2	23.6
98.6	22.6
135.6	39.7
127.1	34.9
144.8	44.7
135.2	30.7
123.3	37.9
134.2	40.2
121.5	32.4
121.7	33.8
116.6	32.4
119.7	28.4
132.2	33.8
116.2	34.7
133.2	39.4
155.4	43.2
139.2	28.9
122.7	36.2
91.4	21.3
127.7	30.9
133.9	36.2
123.2	35.3
133.2	35.2
121.1	30.2
124	28.2
117.1	34.5
121.3	31.4
107.5	30.2
122.1	35.2
117.6	32.6
126.8	30.4
115.8	28.5
110.4	24.2
119.4	34.6
103.2	22.6
104.2	28.2
120.1	35.8
136.9	38.7
135.7	35.9
126.2	24.6
119.3	23.4
120.9	30.2
110.2	26.2
129.7	33.2
102.9	25.6
93.4	22.7
105.8	29.7
121.1	27.3
107.2	24.8
107.2	26.7
114.5	26.2
110.3	24.4
130.7	30.8
128.1	34.2
170.1	50.7
132.4	35.8
126.5	37.9
147.4	44.2
102.2	20.2
137.2	36.4
116.6	27.8
146.1	41.9
116.2	32.6
131.3	32.8
121.7	37.4
126.2	37.5
121.7	29.9
137.9	40.7
147.9	48.7
115.3	26.2
122.3	29.3
140.02	39.6
124.8	27.4
114.7	27.4
133.1	28.9
122.2	26.8
124.9	24.7
118.7	36.8
110.1	23.5
130.9	32.1
118.4	29.7
113.2	26.7
122.5	34.3
127.5	39.1
122.4	28.6
124.7	31.7
116.4	29.1
121.4	36.1
129.2	37.2
132.1	39.2
116.2	30.2
124.5	36.4
113.2	28.2
136.2	39.7
120.4	29.6
130.1	37.2
110.2	30.1
129.6	29.6
120.2	29.5
122.4	28.3
103.8	23.4
104	28
97	26.5
103	29
102.7	30.4
106.88	29.8
101.9	26.4
118.7	34.6
94.6	21.3
107	29.2
86	18.1
89.7	19.3
105	24.6
106	27.9
110.5	32.8
85	18
117	32
106	24
114	32
113	25
81	18
73	16
79	14
81	18
86	19
95	21
111	32
95	21
95	18
88	16
92	18
91	18
94	18
82	20
90	16
110	22
103	24
100	22
102	25
106	28
102	22
99	27
92	21
98	21
94	20
98	22
94	21
93	21
136	33
123	36
124	37
124	33
128	35
98	22
117	28
129	40
110	25
124	31
110	31
126	23
121	35
102	29
124	36
114	33
119	36
112	31
114	32
107	29
106	26
106	26
83	19
136.4	38.5
131.2	39.5
126.8	38.4
131.6	34.5
118.2	34.1
130.8	32.2
130.4	38.2
132.4	36.5
146.2	43.8
116.1	32.6
137.5	39.2
119.6	34.2
128.5	35.2
135.1	35.7
116.2	36.5
134.5	38.6
139.7	41.5
146.5	44.7
113.6	25.6
121.2	37.5
127.4	36.2
113.5	31.5
136.3	40.4
105.1	26.7
103.4	23.5
109.4	25.2
113.2	28.6
117.5	35.4
115.2	31.9
118.4	29.7
116.6	30.2
109.1	31.3
90.2	21.6
94.5	20.8
95.2	22.5
113.2	32.9
106.4	28.7
106.2	30.6
99.5	25.9
102.1	30.2
100.2	23.8
109.5	29.5
95.2	24.5
104.2	29.4
110.2	29.5
101.4	29.5
105.2	29.7
100.1	24.7
96.7	22.5
108.5	31.6
104.5	30.5
92.5	21.8
120.4	26.2
110.6	27.2
102.5	22.5
95.2	23.8
95.2	25.3
114.2	26.8
124.6	35.9
103.1	28.5
107.5	27.5
110.2	24.5
145.2	43.2
129.5	36.8
113.2	34.7
136.4	40.5
109.2	28.5
109.2	31.4
108.5	28.7
108.4	28.5
125.1	28.4
122.4	32.2
116.4	33.2
127.2	38.6
117.5	35.6
126.8	35.7
103.2	24.5
149.2	45.2
117.5	32.4
125.2	31.5
128.2	34.6
103.2	27.8
111.4	30.5
130.2	38.1
137.2	41.1
135.7	44.3
135.9	41.3
123.2	34.7
127.5	39.2
132.5	38.7
128.5	35.6
108.2	24.5
106.4	23.8
110.4	27.7
120.5	33.2
107.2	20.8
113.2	24.2
125.2	38.9
130.3	36.5
129.1	34.7
129.2	38.8
119.2	28.6
119.5	33.2
120.1	34.7
111.2	31.4
121.5	36.4
142.7	37.8
114.5	32.8
134.2	38.4
109.5	26.2
104.6	23.2
122.2	35.8
122.5	33.7
117.4	32.5
127.1	37.4
97.6	21.4
123.1	31.6
124.7	39.5
121.2	34.8
96.7	22.2
115.4	34.5
107.4	33.7
124.7	31.3
114.1	32.8
122.9	33.2
95.2	20.2
100.1	27.9
86.5	21.2
127.5	30.1
134.1	39.1
121	34.4
95.1	22.7
137.5	43.1
124.2	34.3
128.5	39.1
123.2	34.5
118.2	33.1
130.7	39.2
121.9	33.7
131.5	36.9
122.6	28.5
93.1	21.5
100.2	24.9
129.2	36.7
122.8	36.2
125.3	36.7
106.2	26.4
103.5	25.7
124.1	35.4
125.1	37.4
122.3	31.2
111.2	23.2
114.2	27.5
107.5	23.7
107.3	25.4
123.1	35.2
99.5	22.6
121.2	37.1
122.2	36.7
118.4	32.6
110.2	29.2
123.2	38.4
118.3	29.8
122.2	35.6
110.2	24.5
125.4	35.7
105.2	29.7
110.2	29.5
122.5	35.2
113.5	25.4
102.2	29.1
115.2	31.8
118.2	29.7
115.6	35.1
112.5	30.7
117.2	30.1
112.9	29.2
116.2	35.7
109.3	27.5
124.2	30.3
109.7	32.7
122.5	37.9
120.1	30.4
135.8	38.9
100.2	23.2
100.2	21.6
101.1	23.2
115.3	32.5
135.2	37.5
117.3	29.7
104.1	23.8
103.1	23.5
100.1	23.4
93.5	16.5
100.9	23.5
110.9	24.5
116.3	28.6
115.4	33.5
113.5	31.5
107.3	24.2
117.3	30.4
127	31
118	32
130	31
119	32
118	32
129	39
136	32
133	38
127	35
108	28
146	40
139	42
143	44
122	31
112	23
125	38
116	31
124	34
126	33
115	31
121	34
124	32
122	33
132	36
127	32
123	35
115	27
135	39
135	39
121	32
134	38
129	32
115	33
123	33
114	30
120	30
130.1	35.9
138.4	42.9
147.3	45.2
146.5	44.2
124.2	30.1
106.4	25.1
132.2	31.9
133.2	31.6
137.7	37.7
127.1	36.9
110.4	23.8
141	41.6
111.6	26.9
132.4	36.2
123.8	33.4
142.2	38.6
117.6	29.2
127	37.2
157.8	50.3
131.8	33
122.3	28.6
115.3	25
114.4	26.2
131.2	37.6
121.5	31.6
133.2	38.4
132.4	33.7
133.3	39.5
115.3	32.3
111.2	30.2
127.1	37.5
115.9	30.33
137.5	42.2
119.2	28.6
130.2	39.7
128.3	38.2
117.5	33.5
119.4	35.7
131.1	38.4
128.7	37.4
107.2	29.4
109.1	33.2
111.2	26.7
107.1	30.2
117.5	27.5
110.4	25.7
103.2	26.5
118.1	35.3
113.1	32.6
119.3	34.4
105.7	26.3
103.1	25.3
123.1	35.5
101.1	22.6
107.2	26.4
102.1	24.5
101.1	25.3
120.2	33.7
111.2	31.1
103.2	24.5
113.5	31.4
115.1	30.7
117.3	31.2
101.3	23.5
102.3	27.5
102.2	20.3
112.2	29.8
109.6	29.7
105.6	23.2
121.2	34.4
124.5	34.8
99.2	25.8
112.7	29.2
102.1	24.2
107.3	25.2
112.2	28.4
99.5	21.3
108.8	26.5
111.5	30.2
107.6	25.5
110.4	28.3
101.6	26.2
112.1	31.1
117.2	32.2
111.6	32.5
114.1	32.4
113.4	32.7
122.2	35.2
112.4	32.4
112.3	31.6
112.3	26.4
105.2	28.5
112.5	27.3
114.6	26.5
105.4	29.4
98.3	22.4
112.4	28.2
115.2	30.2
108.2	28.2
90.2	24.4
111.4	30.4
106.6	28.1
117.4	31.2
102.3	24.2
99.1	26.1
109.1	30.4
131.7	37.4
116.1	33.6
125.5	34.8
124.7	35.1
137.4	32.7
129.6	38.1
122.5	38.6
117.7	35.2
135.3	40.1
127.3	32.4
127.1	40.5
124.3	34.8
124.5	35.2
133.8	39.2
118.4	32.8
104.2	18.5
115.2	25.3
132.6	41.7
127.4	41.3
144.7	43.6
129.1	39.3
121.4	37.1
118.3	28.3
112.5	27.5
109.7	26.1
128.1	41.5
97.5	20.4
98.2	17.4
131.1	41.4
122.7	25.2
115.2	30.5
117.6	30.2
106.5	23.5
105.3	25.5
119.1	33.7
107.2	27.1
126.2	36.3
96.4	20.6
150.2	45.3
127.3	37.6
122.3	34.5
119.2	36.7
113.4	27.8
120.5	32.6
125.4	32.7
135.2	39.5
130.7	37.3
119.5	31.3
117.2	34.1
117.5	34.4
119.2	37.5
117.5	33.1
134.5	39.5
112.1	31.4
118.3	30.2
105.2	25.1
117.3	33.2
137.6	35.3
140.7	41.2
123.1	33.4
134.1	40.6
134.1	40.1
140.1	43.6
141.5	41.4
127.3	37.6
132.7	36.4
127.8	32.9
135.3	39.6
141.2	41.3
143.7	37.4
140.6	41.7
125.7	33.8
122.4	35.2
138.2	42.3
140.1	39.6
124.4	39.1
120.2	35.2
145.7	45.7
137.4	39.8
147.5	45.2
128.7	36.4
128.3	29.2
120.3	27.3
119.5	27.5
120.3	36.4
117.2	31.7
117.5	35.6
122.3	26.3
121.2	33.9
123.1	36.4
100.2	24.6
95.2	19.4
131.7	34.5
110.4	28.5
132.2	39.2
131.8	34.3
118.4	34.9
107.5	27.6
112.5	33.3
130.3	28.4
110.2	24.7
129.4	34.8
126.3	36.6
116.8	25.7
117.6	28.2
122.5	32.6
120.4	37.2
140.5	40.7
108.8	27.8
132.2	37.1
125.3	35.5
126.4	37.9
139.6	41.6
124.2	36.3
122.4	28.5
113.2	32.3
107.3	25.1
115.5	32.8
117.5	26.4
120.6	30.3
121.2	32.7
118.3	21.2
122.3	31.6
109.1	26.8
132.7	40.2
130.6	32.4
111.4	24.9
116.8	27.3
114.3	27.7
120.5	29.3
114.4	27.4
96.4	21.1
121.2	28.3
111.5	23.2
120.2	34.3
100.7	22.2
106.2	23.7
124.2	33.4
135.4	40.2
135.9	40.6
126.1	37.5
120.4	35.8
136.5	37.3
120.5	35.2
115.1	25.1
120.3	36.7
125.4	36.3
107.4	25.6
125.4	33.2
116.1	26.6
106.4	24.5
101.6	23.3
102.8	21.5
111.3	27.8
96.5	21.2
122.4	36.3
132.7	36.6
122.8	36.4
117.9	33.7
128.6	39.6
108.4	21.6
110.2	29.4
112.2	31.8
136.7	36.7
115.1	25.9
101.5	23.1
96.1	18.3
122.6	27.8
119.8	28.4
108.9	21.4
121.2	34.4
116.2	31.7
118.2	32.3
112.1	29.5
110.4	28.5
110.1	30.2
128.6	36.4
120.5	29.7
112.8	27.4
118.7	28.9
127.4	39.5
128.3	37.1
124.8	36.7
127.1	34.3
122.5	28.3
131.5	35.8
121.7	35.8
132.3	40.6
106.3	25.7
112.2	29.7
107.4	31.8
112.3	28.3
95.4	20.4
118.6	27.3
112.2	32.6
107.1	28.9
116.4	30.3
108.3	24.6
117.3	29.3
98.6	22.6
131.3	39.8
119.4	28.9
110.4	25.8
111.3	25.1
111.4	25.5
103.2	23.5
117.7	27.3
109.2	25.7
100.4	22.3
89.7	18.8
104.7	25.1
107.1	24.8
108.2	22.1
91.3	21.8
88	18
122	32
126	36
109	25
111	26
137	43
120	30
124	28
117	27
134	41
126	32
120	28
116	22
108	29
104	24
130	39
119	33
119	28
106	23
109	24
129	40
118	25
116	28
122	35
118	26
121	27
113	31
108	27
124	30
113	25
100	23
110.1	27.3
137.4	44.7
121.3	30.8
131.7	36.4
134.8	39.4
122.1	30.2
118.3	29.2
138.1	40.3
128.4	33.7
116.3	28.3
115.1	33.8
117.3	27.4
142.9	42.5
135.6	41.7
115.3	27.3
136.3	40.5
129.8	40.7
120.1	30.3
132.2	39.7
137.2	43.9
135.3	40.8
135.4	42.8
122.4	37.4
132.2	43.1
121.3	37.9
127.7	33.7
137.5	43.9
117.4	29.2
126.3	31.7
120.8	37.9
134.1	35.4
142.8	44.8
117.3	27.4
119.8	35.2
112.9	28.7
141.4	44.7
141.5	42.8
135.9	35.8
136.9	36.4
132.2	39.1
133.6	37.4
127.1	36.1
111.2	31.5
97.2	20.5
110.5	22.8
108.2	26.2
134.3	40.7
117.5	30.7
131.7	37.8
122.7	31.7
138.8	41.4
132.5	40.4
138.5	34.7
110.1	26.3
136.7	40.1
131.5	41.9
132.4	40.5
127.7	30.2
129.2	41.5
154.5	47.1
81.5	15.7
140.33	45.3
145.07	42.9
134.47	43.5
121.54	32.7
143.9	44.5
137.5	42.2
129.8	32.9
142.1	45.9
116	28.2
123.9	30.8
149.3	44.3
123.5	27.5
95.3	20.9
125.3	30.9
120.4	26.8
144.4	42.8
130.3	34.7
96.4	28.1
122.2	36.2
138.3	38.5
125.9	36.2
127.9	37.9
128.3	36.6
128.5	37.6
135.3	41.2
118.8	34
111.7	34.9
138.5	43.8
101.7	22.2
117.6	28.5
113.9	34.3
122.9	32.6
127.9	29.4
132.4	38.6
113.6	30.6
120.2	36.3
113.7	33.5
125.4	37.2
122	34.6
120.7	32
120.4	33
120.3	33
114.1	33.7
129	37.8
105.9	23.1
117.3	21.8
114.8	28.7
131.7	36.5
110.6	31.6
121.6	37.3
129.1	32.2
99.1	27.2
125.4	35.9
132.7	40.4
125.6	36.5
117.3	31.6
131.4	36.4
113.6	34.2
132.1	40.2
125.2	37.3
93.3	19.5
106.7	26.2
108	22.9
146	43
138	42.3
146	44.2
146	45
127	39.2
127	38.2
120	29.1
140	42.2
136	40
133	40.5
123	36.9
140	41.3
126	35.6
145	45.5
118	34.1
144	42.3
133	36.9
110	26.7
131	41.5
126	33.5
135	33.8
152	45.1
143	42.7
138	44.1
149	44.1

